age,residence_type,address,education_level,job_type,number_years_at_job,marital_status,num_tickets_purchased,last_ticket_purchase_year,other_tickets_purchased,gym_membership_ind,prior_year_spend,prior_year_spend_external,primary_credit_card,last_activity_social,other_streaming_services,cable_provider,search_history_summary,rating_history,promotion_type,conversion_ind,ltv
50,U,"0271 Odonnell Circles, Williamland, MI 48506",phd,tech,21,1,25.0,2016.0,,0,11.2,,,,3,nan,"['firstfurniture.com', 'actionbooksnews.com', 'globalrecipesmagazine.com']",,gold,0.0,0.0
58,S,"0320 Brewer Mills, Port Robert, CA 90327",grad_college,tech,9,1,1.0,2022.0,"['s', 'fb', 'fb', 'fb', 'bxb', 'fb']",0,62.21,105.79,maincard,,1,nan,"['premieroutdoormagazine.com', 'majoroutdoorclips.com', 'campingreport.com']",,silver,1.0,2439.938432885172
70,U,"505 Smith Vista Unit 935, Patriciabury, CA 94100",phd,finance,10,1,0.0,,,0,7.6,76.67,maincard,2020-12-25,5,nan,"['actionfinancenews.com', 'nationalcampingmagazine.com', 'nationalrecipesreport.com']",,gold,1.0,1535.807068873518
49,S,"313 Nelson Crossing, North Terriland, CA 92897",grad_high_school,retail,6,1,18.0,2015.0,"['bsb', 'fb', 'fb', 'fb', 'fb']",0,7.3,27.63,maincard,2021-05-30,1,Spectral,"['majorcampingreport.com', 'majormarketclips.com', 'actionrecipesinfo.com']",,bronze,1.0,2475.2028403833815
65,U,"5969 Mitchell Road, Patriciabury, CA 94100",grad_college,marketing,12,0,0.0,,"['fb', 'c']",0,32.12,33.43,pursuit,,1,ShrewTube,"['globaltechreport.com', 'QSRwrestlingclips.com', 'wildlifemagazine.com', 'totalfinancereport.com', 'firsttechinfo.com', 'firstpoliticsmagazine.com']",,gold,1.0,1857.5025022715117
74,S,"715 Teresa Wall, North Eric, CA 93111",grad_high_school,retail,3,1,0.0,,"['c', 'fb', 'c', 'bsb', 'c', 'fb', 's', 'c', 'bxb', 'fb']",0,14.99,99.48,maincard,2018-02-02,2,Spectral,"['UBCmarketinfo.com', 'nationalsportsclips.com', 'majorrecipesreport.com']",,bronze,0.0,0.0
42,U,"227 Natalie Mall Unit 805, North Hollyview, CA 94944",grad_high_school,legal,9,0,0.0,,['s'],0,3.21,81.79,passport,2022-08-06,3,Fish Network,"['dailytechnews.com', 'UBCsportsclips.com', 'campingreport.com']",,gold,1.0,1604.794847527659
64,S,"49640 Anna Walk, Kevinview, CA 90146",phd,tech,10,0,1.0,2013.0,"['c', 's', 'bsb', 'fb', 'fb', 'fb']",1,,12.67,passport,2019-10-05,2,nan,"['majorbooksclips.com', 'totalfurniture.com', 'globalpoliticsnews.com', 'UBCoutdoorclips.com']",,silver,0.0,0.0
53,S,"33665 Medina Radial Apt. 696, East Rebecca, CA 93529",grad_college,government,9,1,4.0,2017.0,"['fb', 'fb']",1,75.17,51.48,maincard,2019-11-10,1,DefecTV,"['totalwrestlingnews.com', 'nationaloutdoorinfo.com', 'premieroutdoorclips.com', 'dailyfinanceinfo.com', 'firstcampingreport.com']","1, 1",silver,1.0,3481.2108670796715
41,S,"1170 Brown Shoals Apt. 653, Johnfurt, FL 33400",some_college,service,12,1,4.0,2017.0,"['fb', 'p', 'c', 's', 'fb']",1,12.37,25.44,SLAMEX,2022-07-16,2,DefecTV,"['wildlifenews.com', 'UBCbooksmagazine.com', 'majorrecipesmagazine.com']",,silver,1.0,2435.977393497604
52,U,"438 Huber Street, South Marktown, FL 33149",masters_professional,legal,12,1,8.0,2010.0,"['bxb', 'c', 'bsb', 'c']",0,0.42,66.78,maincard,,1,Infinity,"['dailybooksmagazine.com', 'UBCtechreport.com', 'outdoor.com']",,silver,0.0,0.0
24,S,"0172 Debra Roads, Masonborough, TX 77991",grad_high_school,none,3,1,0.0,,['fb'],0,,12.41,passport,2017-03-21,3,Infinity,"['totalmarketmagazine.com', 'nationalwrestlinginfo.com', 'dailyfinance.com']",,bronze,1.0,736.6426103314984
63,S,"1475 Anthony Neck Apt. 601, West Ericfort, FL 34145",some_college,marketing,6,1,0.0,,"['fb', 'fb', 'bxb', 'bxb', 'fb', 'c', 'bxb']",0,4.62,239.66,passport,2021-06-20,0,Infinity,['totalfurnitureclips.com'],,bronze,0.0,0.0
20,S,"8165 Newton Islands Apt. 260, Martinbury, TN 38011",grad_high_school,government,2,0,0.0,,"['bsb', 'bsb', 'c']",0,21.49,,,,1,Spectral,"['wrestlerclips.com', 'totalrecipesnews.com', 'QSRcampingclips.com', 'furnituremagazine.com', 'actionpoliticsmagazine.com']",,gold,0.0,0.0
57,U,"57003 Rachel Way Unit 743, North Richard, TX 76423",grad_college,healthcare,7,1,1.0,2011.0,"['fb', 'fb', 'bsb', 'fb']",0,,241.04,maincard,,2,Fish Network,"['technews.com', 'totalfinancereport.com', 'premierwildlifeclips.com', 'globalrecipesmagazine.com']",,bronze,0.0,0.0
32,U,"48721 Flores Glens Apt. 386, Churchbury, CA 96005",grad_high_school,service,7,1,0.0,,['fb'],0,,,,2018-04-06,1,nan,"['majorpolitics.com', 'booksnews.com', 'globalfinancereport.com']",,silver,0.0,0.0
58,S,"65915 Vincent Crest, Rhodesstad, OH 44088",masters_professional,childcare,12,1,0.0,,,1,,63.7,maincard,2020-05-15,1,Fish Network,"['premierpoliticsclips.com', 'premierrecipesinfo.com', 'globaltechnews.com']",,gold,1.0,932.4607418144351
55,U,"5335 Deanna Parkway Apt. 723, Tuckerview, CO 81174",masters_professional,none,12,1,1.0,2017.0,"['bsb', 'bsb', 'bxb', 'p', 'c', 'fb', 'c', 'fb', 's', 'c']",0,8.97,152.36,locate,2016-10-20,2,Spectral,"['actionwrestlernews.com', 'firstfinance.com', 'UBCwrestlingnews.com', 'premiercampingnews.com']",,silver,1.0,2343.9525659077517
41,S,"612 Linda Coves Apt. 108, West Robin, CA 92420",grad_high_school,service,9,0,3.0,2020.0,,1,16.59,81.68,pursuit,,5,ShrewTube,"['QSRmarketclips.com', 'wildlifeinfo.com', 'actionwrestlingclips.com']",,silver,0.0,0.0
58,U,"1082 Kristy Lodge, Teresachester, CA 93387",no_hs_diploma,none,8,1,18.0,2015.0,"['fb', 'p']",1,9.01,52.63,SLAMEX,2022-02-23,3,Fish Network,"['totaloutdoor.com', 'actionfurnitureinfo.com', 'dailyfinancenews.com']",,silver,1.0,2121.1692755441672
55,S,"37004 Thomas Common, Omarville, MN 55973",grad_college,childcare,11,1,4.0,2019.0,,1,,112.91,maincard,,3,nan,"['premierfinancemagazine.com', 'dailycamping.com', 'politics.com']",,silver,1.0,1806.028278503657
23,U,"26461 Hendrix Stream, Katrinamouth, CA 91690",grad_college,government,3,0,0.0,,,0,9.54,16.74,pursuit,,2,Spectral,"['totalwrestlerclips.com', 'firstbooksmagazine.com', 'actionfightingnews.com']",,bronze,0.0,0.0
59,S,"227 Davis Dale, West Ruth, CA 93450",masters_professional,business,9,1,0.0,,"['fb', 'c', 'bsb', 'c', 'fb', 'fb', 'fb', 'c', 'c', 'fb']",0,3.56,249.49,passport,,2,DefecTV,"['totalmarketreport.com', 'nationalfurniturenews.com', 'totaltechmagazine.com', 'firstfinanceinfo.com', 'premierwrestlingclips.com']",,silver,1.0,1348.8944410849037
33,S,"1095 Whitney Pine, Port Wayne, CA 92726",grad_college,business,10,1,0.0,,,0,2.25,78.1,maincard,,1,ShrewTube,"['totalpoliticsnews.com', 'majorcamping.com', 'majorwildlifeclips.com']",,bronze,1.0,1331.9713127728571
44,U,"7157 Melissa Mountain Apt. 845, West Kristenberg, NC 28781",masters_professional,business,12,1,16.0,2019.0,"['bxb', 'c', 'bxb', 'bxb', 'c', 'bsb', 'fb', 'fb', 's']",1,,113.64,maincard,2022-06-25,5,DefecTV,"['majorfightingclips.com', 'nationaltechnews.com']",,silver,1.0,3086.070853995251
23,S,"91240 Tony Lake, Annfort, CA 95440",grad_high_school,retail,1,0,4.0,2021.0,,0,12.87,,,,6,ShrewTube,"['dailyrecipesmagazine.com', 'UBCmarketnews.com', 'nationalmarketclips.com', 'QSRrecipesmagazine.com', 'totalwildlifereport.com', 'firstpolitics.com']",,silver,0.0,0.0
76,S,"644 Richard Manors, New Barbarabury, CA 92804",grad_college,education,8,1,1.0,2022.0,"['bxb', 'bsb', 'fb', 'c', 'bsb', 'bsb', 'c', 'c', 'fb', 'fb']",0,61.04,,,,2,nan,"['dailysportsclips.com', 'firstfinancereport.com', 'QSRwrestlingreport.com', 'majormarketinfo.com']",,gold,0.0,0.0
41,S,"1178 Joshua Lodge Apt. 715, Westbury, CA 92170",grad_college,education,14,1,0.0,,,0,11.94,291.76,pursuit,,1,Spectral,"['UBCcampingmagazine.com', 'totaltechinfo.com', 'majorpoliticsinfo.com']",,silver,0.0,0.0
20,U,"3846 Rachel Oval, West Melissa, CA 95629",some_college,service,1,0,0.0,,"['bxb', 'c', 'fb', 'bsb']",1,5.28,251.17,passport,2023-01-09,3,nan,"['globalcamping.com', 'marketnews.com', 'dailyfinancemagazine.com']",,silver,0.0,0.0
19,U,"798 Bailey Manors, South Evelynmouth, CA 93799",some_college,,1,1,0.0,,,1,2.52,10.94,maincard,,2,Cheezeline,"['firsttechmagazine.com', 'outdoorreport.com', 'premiermarketclips.com']",,gold,1.0,587.3564805322023
21,S,"74069 Kathleen Court, Clarkland, CA 92758",grad_college,service,1,0,1.0,2020.0,,1,,70.94,passport,2018-03-05,4,Suboptimal,"['UBCmarketinfo.com', 'globalmarketmagazine.com', 'dailyfinancemagazine.com', 'firsttechmagazine.com', 'dailyrecipesinfo.com']",,bronze,0.0,0.0
75,U,"25584 Sierra Cove Apt. 564, North Anthony, CA 92872",grad_college,government,15,0,46.0,2017.0,"['c', 'bxb', 'fb', 'fb', 'p', 'fb', 'c', 'c', 'fb', 'fb']",1,,83.31,passport,2022-05-15,5,nan,"['wildlifereport.com', 'premierfurnituremagazine.com', 'totalrecipesmagazine.com', 'premierfinancereport.com']",,gold,1.0,1773.0604761467962
77,U,"1645 James Crossroad Unit 951, Newtonfort, CA 93688",no_hs_diploma,business,11,1,1.0,2014.0,"['bxb', 'c', 'bxb', 's', 'fb', 'c', 'fb', 'fb', 'fb', 'fb']",1,,73.49,maincard,2018-10-21,4,DefecTV,"['firstfurnituremagazine.com', 'premierwrestlinginfo.com', 'QSRpolitics.com', 'QSRwildlifereport.com']",,bronze,0.0,0.0
61,U,"24004 Shaw Divide Apt. 280, Andrewburgh, IN 47302",masters_professional,business,8,1,0.0,,"['fb', 'fb', 'bxb', 'bxb', 'fb', 'bsb', 'fb', 'fb', 'bxb', 'c']",0,7.73,223.75,passport,2020-10-09,2,Infinity,"['globalfurnitureinfo.com', 'premierbooksreport.com', 'nationalwrestler.com', 'actionpoliticsmagazine.com']",,silver,1.0,2013.2157892434889
46,S,"17250 Miranda Dale Apt. 111, North Johnport, NJ 7786",grad_high_school,government,8,1,15.0,2021.0,"['fb', 'fb']",0,23.72,289.03,locate,2022-05-06,2,DefecTV,"['totalpoliticsclips.com', 'premiertechreport.com', 'majorwildlifeinfo.com', 'wrestler.com', 'globalcampingreport.com']",,bronze,1.0,3520.2961159480174
75,U,"79278 Baker Skyway, Lake Dannyville, CA 95000",grad_high_school,childcare,5,1,1.0,2017.0,,1,,8.59,maincard,,2,nan,"['techreport.com', 'dailytechnews.com', 'outdoormagazine.com', 'nationalbooksreport.com', 'majorrecipesclips.com']",,bronze,0.0,0.0
60,S,"3635 Hatfield Landing, Mooreton, FL 32382",grad_college,retail,11,1,0.0,,"['bxb', 'bsb', 'bxb', 'bsb', 'fb', 'fb', 'c', 'fb']",0,20.64,60.0,SLAMEX,2018-06-30,3,nan,"['QSRfurniturenews.com', 'campinginfo.com', 'globaltechinfo.com', 'actionpoliticsinfo.com', 'dailycampingreport.com', 'firstwrestlerinfo.com', 'UBCfurnitureclips.com']",,bronze,0.0,0.0
44,U,"820 Tyler Village Unit 110, South Karenport, CA 94625",grad_high_school,government,17,1,3.0,2017.0,"['bxb', 'p', 'fb', 'fb', 'c', 'fb', 'bxb', 'fb', 'fb', 'c']",1,10.45,45.92,pursuit,2021-04-02,2,ShrewTube,"['firsttechreport.com', 'dailypoliticsinfo.com', 'dailywildlifemagazine.com']",,bronze,0.0,0.0
29,U,"278 Davidson Circles Apt. 923, Eugenefurt, TX 76210",grad_college,retail,9,0,0.0,,"['bxb', 'bxb']",0,21.56,529.59,maincard,,5,DefecTV,"['globalbooksmagazine.com', 'premiercampingnews.com', 'UBCrecipes.com']",,gold,1.0,1585.8564392482072
35,U,"862 Alex Green, East Kathytown, CA 94422",masters_professional,tech,10,1,1.0,2016.0,"['fb', 'bsb', 'bsb', 'c', 'fb', 's', 'bsb', 'bxb', 'c', 'bxb']",1,40.71,47.54,maincard,2022-08-27,5,Spectral,"['UBCwildlifenews.com', 'nationalcampinginfo.com', 'majorwildlife.com']",,silver,1.0,2463.3114430088717
44,U,"34329 Marie Underpass, Dillonville, CA 94812",grad_college,,16,1,9.0,2015.0,"['p', 'fb', 'c', 'c', 'fb', 'c', 'c', 'bsb', 'fb', 'c']",0,9.6,,,2018-02-24,1,Spectral,"['premiertech.com', 'nationalpolitics.com', 'actionfurniture.com']",,silver,0.0,0.0
30,U,"1801 Hampton Tunnel Unit 866, North Suzanne, TX 79063",grad_college,education,10,0,0.0,,"['fb', 'bxb', 'fb', 's', 'c', 'bsb', 'bsb', 'c', 'c', 'c']",0,,,,2018-07-17,2,DefecTV,"['firstoutdoornews.com', 'UBCmarketreport.com']",,silver,0.0,0.0
26,U,"1219 Ian Mission, South Emilymouth, TX 77023",grad_college,business,4,0,6.0,2015.0,"['c', 'bxb', 'c', 'fb', 'fb']",0,31.33,78.43,maincard,,4,ShrewTube,"['QSRwrestlingclips.com', 'UBCfurniture.com', 'globalwrestlerclips.com', 'firstfinanceclips.com', 'actionwildlifeinfo.com']",,gold,1.0,2714.26631788973
62,U,"2563 Rebecca Station, New Cynthiaville, CA 92524",grad_high_school,,8,1,1.0,2014.0,"['bsb', 'p', 'fb', 'fb', 'fb', 'c', 'bsb', 'c', 'fb', 'c']",1,3.37,25.22,maincard,2021-11-12,3,DefecTV,"['fightingnews.com', 'nationalbooksnews.com', 'nationalmarket.com']",,silver,1.0,1325.7622554281243
36,U,"617 Colleen Forges Apt. 106, South Tina, FL 32684",grad_high_school,service,10,1,16.0,2013.0,"['fb', 'bsb', 'fb', 'c', 'bxb', 'bsb', 'fb', 'fb', 'bsb', 'bsb']",0,,567.91,maincard,2018-06-25,5,DefecTV,"['globaloutdoornews.com', 'nationalcampingreport.com', 'recipesreport.com']",1,silver,1.0,1568.1839149764087
77,U,"8632 Corey Street Unit 523, Hannahchester, CA 95786",grad_college,government,7,1,25.0,2015.0,"['bsb', 's', 'bsb', 'bsb', 'bxb', 'c', 'fb', 'fb', 'bxb', 'fb']",0,,24.96,passport,2020-01-11,3,Infinity,['nationaloutdoor.com'],,bronze,0.0,0.0
28,S,"05495 Juan Forks, Lake Shawn, FL 33354",phd,healthcare,8,0,2.0,2018.0,"['bxb', 'fb', 'fb', 'fb', 'c', 'fb', 's', 'bxb', 's', 'bxb']",1,30.55,117.29,passport,2019-01-21,2,Spectral,"['dailywrestlingmagazine.com', 'premiertechnews.com', 'globalrecipesnews.com', 'campinginfo.com']",,gold,1.0,3134.4905923956153
40,U,"4218 Krista Trace Unit 793, East Toddhaven, GA 38418",grad_college,marketing,9,0,13.0,2017.0,"['c', 'fb']",0,16.58,,,,3,nan,"['dailywrestlingreport.com', 'UBCwrestler.com', 'totaloutdoor.com']","5, 5, 5, 5, 4, 4, 5, 5, 5, 5",bronze,1.0,3009.073173764894
57,U,"731 Cooley Avenue Apt. 548, East Margaretchester, AZ 86136",grad_high_school,service,16,1,0.0,,,0,4.48,49.96,maincard,2018-02-19,1,Fish Network,"['nationalcampingclips.com', 'nationalfinanceclips.com', 'firstfinancereport.com', 'UBCrecipesinfo.com']",,silver,0.0,0.0
40,U,"581 Vincent Pass Apt. 456, South Andreamouth, CA 93432",grad_college,business,9,0,1.0,2018.0,"['c', 'fb', 'fb', 'fb', 's', 'fb', 'bsb', 'c', 'fb', 'bxb']",1,33.61,74.82,passport,2021-01-09,4,DefecTV,"['nationaloutdoorclips.com', 'QSRfurnitureclips.com', 'globaltechclips.com', 'nationalbooksclips.com', 'nationalfightingmagazine.com']",,silver,0.0,0.0
24,U,"107 Donald Burgs, North Natalie, OH 43061",some_college,service,4,0,1.0,2018.0,"['fb', 'c', 'fb', 'c', 'c', 'fb', 'fb', 'c', 'c', 'bsb']",0,38.33,315.4,passport,2022-05-31,1,nan,['dailytechreport.com'],,bronze,1.0,2797.196502795261
24,S,"1660 Simpson Glens Unit 067, Port Veronica, CA 90750",no_hs_diploma,none,3,1,0.0,,,1,,,,,3,Fish Network,"['totalrecipesclips.com', 'premierrecipesnews.com', 'majoroutdoorreport.com', 'marketreport.com', 'UBCrecipesmagazine.com']",,bronze,0.0,0.0
70,U,"689 Louis Parks Unit 605, Tiffanystad, FL 34328",phd,education,10,1,0.0,,"['fb', 'fb']",1,18.6,3.07,maincard,,5,Spectral,"['UBCwildlifereport.com', 'actionmarketmagazine.com', 'UBCrecipesclips.com', 'UBCwrestlernews.com', 'actionwrestlernews.com']",,bronze,0.0,0.0
61,U,"768 Turner Skyway Apt. 518, Boydville, FL 34729",grad_high_school,marketing,10,1,0.0,,"['bxb', 'c', 'c', 'fb']",0,,,,,1,Fish Network,"['UBCwildlifenews.com', 'wildlifeinfo.com', 'nationalrecipesreport.com']",,silver,0.0,0.0
27,S,"34710 Hill Ridges, North Rebeccaborough, TX 79712",masters_professional,retail,5,1,0.0,,"['c', 'bxb', 'fb', 'fb', 'fb', 'fb', 'c', 'fb', 'bsb', 'fb']",0,13.26,33.11,maincard,2016-10-13,2,Infinity,"['actionpoliticsreport.com', 'UBCcamping.com', 'totalwrestlinginfo.com']",,silver,0.0,0.0
68,S,"978 Jeffrey Shores, Patrickside, CA 90642",grad_college,tech,6,0,2.0,2015.0,"['bsb', 'fb', 'c', 'c', 'bsb', 'bsb', 'bsb', 'c', 's', 'fb']",0,0.4,335.57,locate,2019-06-23,4,Infinity,"['actionpoliticsnews.com', 'UBCbooksclips.com', 'dailycampingreport.com', 'QSRcamping.com', 'UBCbooks.com']",,silver,0.0,0.0
46,S,"58269 Pace Streets, Davisfort, TX 79193",some_college,childcare,12,1,0.0,,"['s', 'bxb', 'c', 'bsb', 'bxb', 'p', 'fb', 'bxb', 'bxb', 'fb']",1,52.69,142.92,passport,2021-12-16,1,nan,"['actionsportclips.com', 'nationaltech.com', 'QSRsportsmagazine.com', 'actioncampingnews.com', 'firstbooks.com']",,bronze,1.0,2212.0251777978906
57,U,"7122 Herrera Drives, Arnoldtown, CA 91526",phd,education,9,0,0.0,,"['c', 'fb', 'fb', 'fb', 'bsb']",1,16.29,267.98,maincard,,5,nan,"['globalwrestlingreport.com', 'premierfurniture.com', 'nationalpolitics.com']",,silver,0.0,0.0
69,S,"042 Thompson Courts, Marymouth, TX 78715",grad_college,none,12,1,15.0,2013.0,"['bxb', 'bsb']",1,3.43,1.13,locate,2017-09-27,3,Fish Network,"['premiermarketreport.com', 'firstwrestlerclips.com', 'globalwrestling.com', 'nationaloutdoornews.com', 'majorwrestlingreport.com']",,gold,1.0,1736.4622168888395
21,S,"749 Trevor Dam, Lake Matthewbury, FL 33293",some_college,retail,1,1,0.0,,"['bxb', 'bxb', 'c']",0,17.53,92.46,maincard,2020-05-08,2,Infinity,"['globalfinanceinfo.com', 'majoroutdoorreport.com', 'QSRcampinginfo.com', 'majorbooksmagazine.com', 'firstoutdoorinfo.com']",,gold,1.0,1295.6834739792064
39,S,"001 Camacho Fall, Port Jacqueline, CA 94148",some_college,childcare,8,1,14.0,2010.0,"['p', 'c', 'fb', 's', 'bxb', 'fb', 'bxb', 's', 'bsb', 's']",0,42.72,224.8,maincard,2018-06-13,6,nan,"['campingnews.com', 'globalsportreport.com', 'firstwildlifeinfo.com', 'actioncampingclips.com']",2,gold,1.0,1735.4687467106064
38,U,"30968 Dennis Trail Apt. 057, Port Ryanfurt, CA 95160",phd,healthcare,9,0,5.0,2014.0,"['fb', 'bxb', 's', 'fb', 'bxb', 'fb', 'fb', 'fb', 'bxb', 's']",1,55.75,168.49,passport,2016-06-30,1,nan,"['firstoutdoornews.com', 'firstfurniturenews.com', 'totalmarketnews.com']",,bronze,0.0,0.0
58,S,"839 Klein Islands Unit 995, Rosariomouth, WA 98871",masters_professional,marketing,10,1,0.0,,"['fb', 'fb', 'bsb', 'c', 'bxb', 'c', 'fb', 'fb', 'c']",1,2.58,30.98,pursuit,2021-05-17,2,Suboptimal,"['dailycampinginfo.com', 'QSRmarket.com', 'premierfinancenews.com']",,gold,1.0,1363.066580219122
49,U,"9648 Nixon Heights Apt. 254, New Elizabethshire, IL 61275",masters_professional,business,5,1,1.0,2021.0,"['fb', 'fb', 's', 'fb', 's', 'fb', 'fb', 'bsb', 'bsb', 'fb']",1,3.21,34.72,passport,,1,DefecTV,"['premierfinanceclips.com', 'nationaloutdoorreport.com', 'nationalbooksmagazine.com', 'firstoutdoorclips.com']",,gold,1.0,3026.681325293266
22,S,"9559 Jensen Meadows, Jacquelineside, CA 94616",no_hs_diploma,retail,2,1,0.0,,"['c', 'fb', 'fb']",1,50.51,,,,5,DefecTV,"['UBCwildlifeinfo.com', 'majoroutdoorinfo.com', 'actionfurniturereport.com']",,silver,0.0,0.0
68,S,"02037 Sierra Plain Unit 942, Sarahborough, CA 95261",grad_high_school,government,11,1,7.0,2015.0,"['bsb', 'bxb', 'c', 'fb']",1,38.34,27.3,passport,2017-11-07,1,Spectral,"['actionmarket.com', 'firstoutdoorclips.com', 'globalfurnitureclips.com']",,bronze,0.0,0.0
44,U,"9534 Lauren Squares Apt. 107, West Ambermouth, FL 32136",grad_high_school,service,17,1,0.0,,"['bsb', 'bsb']",1,5.83,54.16,maincard,2019-08-13,1,Spectral,"['UBCmarketnews.com', 'firstfinanceclips.com', 'majoroutdoornews.com', 'actionmarketclips.com', 'majorfinancereport.com']",,gold,0.0,0.0
21,U,"670 Johnson Port Apt. 299, Harrisbury, FL 34772",grad_college,business,1,0,2.0,2020.0,"['bxb', 'fb']",0,27.03,157.71,pursuit,,5,DefecTV,"['globalrecipesreport.com', 'QSRwildlife.com', 'globaltechmagazine.com']",,bronze,0.0,0.0
42,S,"962 Smith Tunnel, Carolineview, CA 94614",grad_college,tech,10,1,35.0,2018.0,"['c', 'fb', 'fb', 's', 's', 'bsb', 'bsb', 'fb', 'p']",1,0.76,315.0,maincard,2017-08-02,5,DefecTV,"['totalcampingreport.com', 'totalwildlife.com', 'QSRrecipesnews.com']","4, 4, 2, 3, 4, 3",gold,1.0,2625.535178992763
62,U,"71995 Lynch Views Unit 241, Andrewfort, VA 24576",grad_high_school,service,12,1,13.0,2013.0,"['c', 's', 'fb', 'bxb', 'c', 'c', 'bxb', 'fb', 'bsb', 'bsb']",1,21.19,377.39,maincard,2019-08-04,3,Spectral,"['dailywrestlingreport.com', 'QSRfightingnews.com', 'totalrecipesinfo.com', 'firsttechreport.com', 'dailywrestlingclips.com']",2,bronze,1.0,1838.9881954332477
67,S,"71091 Jim Rue, South Shawna, CA 91245",grad_college,government,12,0,8.0,2013.0,['bxb'],0,15.06,,,2020-11-03,4,Infinity,"['majorwrestlinginfo.com', 'premierpoliticsnews.com', 'actionmarketreport.com']",,silver,0.0,0.0
60,S,"524 Montgomery Place Unit 702, Lake Karenfort, FL 33047",grad_high_school,retail,10,1,0.0,,"['s', 'fb', 'c', 'c', 's', 'bsb', 'fb']",0,30.18,311.05,passport,2018-01-23,5,nan,"['dailyfightinginfo.com', 'globalwrestlernews.com', 'totalwildlife.com']",,bronze,0.0,0.0
22,S,"063 Taylor Mills Unit 078, Robbinsborough, TX 77744",no_hs_diploma,service,1,1,0.0,,['bsb'],0,2.74,77.7,passport,,3,Spectral,"['QSRrecipesinfo.com', 'UBCoutdoornews.com', 'firstwildlifenews.com']",,gold,1.0,0.0
67,U,"71587 Burnett Circles, Larsonview, FL 34919",grad_high_school,,11,0,10.0,2012.0,"['bsb', 'bxb', 'c', 'bxb', 'fb', 'bxb', 'c', 'bsb', 'fb', 'c']",1,,310.88,maincard,2022-10-31,3,Infinity,"['majorwrestlingclips.com', 'dailypoliticsreport.com', 'globalfinanceclips.com', 'firstmarketclips.com', 'techinfo.com']",,silver,1.0,1463.2391195470582
56,U,"34112 Escobar Dam Apt. 877, North Stephenfort, TX 78379",grad_high_school,service,11,1,0.0,,"['fb', 'bxb', 'bxb', 'bsb', 'bxb', 'fb', 'bxb', 'fb', 's', 'bxb']",0,4.51,274.53,pursuit,,1,ShrewTube,"['majorbooksmagazine.com', 'totalpolitics.com', 'premierwildlife.com']",,bronze,0.0,0.0
24,U,"687 Christina Springs Unit 892, Port Rebeccamouth, GA 36531",grad_high_school,none,4,1,5.0,2018.0,,1,,68.83,passport,2019-06-02,2,nan,"['premierpoliticsnews.com', 'actionwildlifeinfo.com', 'outdoorinfo.com', 'totalpoliticsclips.com']",,silver,1.0,1410.3981804246155
53,S,"9510 Rogers Tunnel Unit 843, New Elizabeth, CA 90596",no_hs_diploma,service,11,1,0.0,,"['bxb', 'c', 'bxb', 'bxb', 'fb', 'c', 'bxb', 'bxb', 'fb', 'c']",1,57.05,293.11,maincard,,2,Fish Network,"['totalrecipes.com', 'dailyfurniturenews.com', 'majorbooksnews.com', 'premierwildlifeinfo.com', 'recipesclips.com']",,gold,1.0,840.4541580247685
24,U,"472 Franklin Village Unit 105, Ericastad, TX 76989",masters_professional,healthcare,4,1,0.0,,,1,39.58,,,,1,nan,"['nationalpoliticsreport.com', 'firstfinancereport.com', 'totalsportnews.com', 'actionfinance.com', 'UBCfurniturereport.com', 'furniture.com', 'nationalfinanceinfo.com']",,silver,0.0,0.0
61,U,"21982 Dennis Knolls, Chelseaville, MO 63802",grad_college,education,18,0,10.0,2015.0,"['fb', 'c', 'bxb', 's', 'bxb', 'c', 'fb', 'c', 'fb', 'c']",0,21.08,110.86,maincard,2020-10-15,2,Spectral,"['totalpoliticsclips.com', 'actionwrestlerreport.com', 'dailyrecipesreport.com', 'majorsport.com', 'nationalfinancereport.com']",,gold,1.0,2350.870254064427
60,S,"91363 Ruiz Lakes Apt. 319, Samanthaburgh, CA 91550",no_hs_diploma,marketing,11,1,1.0,2021.0,"['fb', 'bxb', 'bsb', 'bsb', 'fb', 'fb', 's']",1,23.07,,,2020-12-17,6,Infinity,"['premieroutdoornews.com', 'actionwildlifenews.com', 'firstoutdoorreport.com', 'UBCbooks.com']",,silver,0.0,0.0
35,S,"06770 David Lakes Unit 918, Jamesmouth, MA 1436",some_college,,9,1,1.0,2016.0,"['fb', 'bsb', 'bxb']",1,4.77,,,2019-05-11,4,Spectral,"['globalwrestlingmagazine.com', 'globalmarketreport.com', 'totalpoliticsinfo.com', 'actionoutdoor.com', 'actiontechclips.com', 'nationalbooksnews.com']",,silver,0.0,0.0
60,U,"38245 Weaver Brooks, Natashaton, CO 80275",grad_high_school,service,16,1,0.0,,"['bsb', 'c', 'fb', 'bsb', 'c', 'fb', 'c', 's', 'bsb', 'bsb']",0,,197.36,maincard,,2,Spectral,"['UBCfurnituremagazine.com', 'nationalmarketreport.com', 'booksmagazine.com', 'nationalfinancenews.com', 'premiertechnews.com']",,gold,1.0,0.0
40,U,"0150 John Ranch, East Luke, CA 95223",masters_professional,marketing,12,1,0.0,,,0,,50.93,SLAMEX,2020-12-19,2,Spectral,['dailytechclips.com'],,silver,0.0,0.0
